¿œ¿⁄,ºˆ∑Æ,º“∫–∑˘
2021-10-25,-6,≈∫ªÍ¿Ω∑·
2021-10-25,300,≈∫ªÍ¿Ω∑·
2021-10-25,-16,≈∫ªÍ¿Ω∑·
2021-11-01,528,≈∫ªÍ¿Ω∑·
2021-11-01,1500,≈∫ªÍ¿Ω∑·
2021-11-01,144,≈∫ªÍ¿Ω∑·
2021-11-01,240,≈∫ªÍ¿Ω∑·
2021-11-01,480,≈∫ªÍ¿Ω∑·
2021-11-02,1890,≈∫ªÍ¿Ω∑·
2021-11-02,636,≈∫ªÍ¿Ω∑·
2021-11-02,840,≈∫ªÍ¿Ω∑·
2021-11-03,900,≈∫ªÍ¿Ω∑·
2021-11-03,300,≈∫ªÍ¿Ω∑·
2021-11-03,150,≈∫ªÍ¿Ω∑·
2021-11-03,60,≈∫ªÍ¿Ω∑·
2021-11-03,60,≈∫ªÍ¿Ω∑·
2021-11-03,312,≈∫ªÍ¿Ω∑·
2021-11-04,60,≈∫ªÍ¿Ω∑·
2021-11-04,240,≈∫ªÍ¿Ω∑·
2021-11-04,120,≈∫ªÍ¿Ω∑·
2021-11-04,264,≈∫ªÍ¿Ω∑·
2021-11-04,300,≈∫ªÍ¿Ω∑·
2021-11-04,-300,≈∫ªÍ¿Ω∑·
2021-11-04,-12,≈∫ªÍ¿Ω∑·
2021-11-04,-60,≈∫ªÍ¿Ω∑·
2021-11-06,-12,≈∫ªÍ¿Ω∑·
2021-11-08,240,≈∫ªÍ¿Ω∑·
2021-11-08,240,≈∫ªÍ¿Ω∑·
2021-11-10,2376,≈∫ªÍ¿Ω∑·
2021-11-10,2112,≈∫ªÍ¿Ω∑·
2021-11-12,528,≈∫ªÍ¿Ω∑·
2021-11-15,120,≈∫ªÍ¿Ω∑·
2021-11-16,384,≈∫ªÍ¿Ω∑·
2021-11-16,930,≈∫ªÍ¿Ω∑·
2021-11-16,-9,≈∫ªÍ¿Ω∑·
2021-11-16,-1,≈∫ªÍ¿Ω∑·
2021-11-18,300,≈∫ªÍ¿Ω∑·
2021-11-23,528,≈∫ªÍ¿Ω∑·
2021-11-24,480,≈∫ªÍ¿Ω∑·
2021-11-25,300,≈∫ªÍ¿Ω∑·
2021-12-01,1152,≈∫ªÍ¿Ω∑·
2021-12-02,240,≈∫ªÍ¿Ω∑·
2021-12-06,150,≈∫ªÍ¿Ω∑·
2021-12-06,150,≈∫ªÍ¿Ω∑·
2021-12-06,120,≈∫ªÍ¿Ω∑·
2021-12-06,636,≈∫ªÍ¿Ω∑·
2021-12-09,2112,≈∫ªÍ¿Ω∑·
2021-12-14,528,≈∫ªÍ¿Ω∑·
2021-12-14,60,≈∫ªÍ¿Ω∑·
2021-12-14,-30,≈∫ªÍ¿Ω∑·
2021-12-14,-60,≈∫ªÍ¿Ω∑·
2021-12-15,240,≈∫ªÍ¿Ω∑·
2021-12-15,300,≈∫ªÍ¿Ω∑·
2021-12-16,300,≈∫ªÍ¿Ω∑·
2021-12-16,-57,≈∫ªÍ¿Ω∑·
2021-12-17,900,≈∫ªÍ¿Ω∑·
2021-12-20,300,≈∫ªÍ¿Ω∑·
2021-12-20,150,≈∫ªÍ¿Ω∑·
2021-12-20,240,≈∫ªÍ¿Ω∑·
2021-12-21,252,≈∫ªÍ¿Ω∑·
2021-12-22,400,≈∫ªÍ¿Ω∑·
2021-12-22,360,≈∫ªÍ¿Ω∑·
2021-12-22,-4,≈∫ªÍ¿Ω∑·
2021-12-22,-1,≈∫ªÍ¿Ω∑·
2021-12-24,504,≈∫ªÍ¿Ω∑·
2021-12-24,240,≈∫ªÍ¿Ω∑·
2021-12-27,120,≈∫ªÍ¿Ω∑·
2021-12-27,200,≈∫ªÍ¿Ω∑·
2021-12-29,480,≈∫ªÍ¿Ω∑·
2021-12-29,480,≈∫ªÍ¿Ω∑·
2021-12-29,240,≈∫ªÍ¿Ω∑·
2022-01-03,528,≈∫ªÍ¿Ω∑·
2022-01-03,24,≈∫ªÍ¿Ω∑·
2022-01-03,930,≈∫ªÍ¿Ω∑·
2022-01-03,480,≈∫ªÍ¿Ω∑·
2022-01-04,150,≈∫ªÍ¿Ω∑·
2022-01-04,150,≈∫ªÍ¿Ω∑·
2022-01-04,300,≈∫ªÍ¿Ω∑·
2022-01-04,300,≈∫ªÍ¿Ω∑·
2022-01-05,900,≈∫ªÍ¿Ω∑·
2022-01-05,264,≈∫ªÍ¿Ω∑·
2022-01-05,660,≈∫ªÍ¿Ω∑·
2022-01-05,420,≈∫ªÍ¿Ω∑·
2022-01-07,300,≈∫ªÍ¿Ω∑·
2022-01-07,132,≈∫ªÍ¿Ω∑·
2022-01-07,240,≈∫ªÍ¿Ω∑·
2022-01-10,300,≈∫ªÍ¿Ω∑·
2022-01-10,60,≈∫ªÍ¿Ω∑·
2022-01-11,528,≈∫ªÍ¿Ω∑·
2022-01-11,1152,≈∫ªÍ¿Ω∑·
2022-01-11,-24,≈∫ªÍ¿Ω∑·
2022-01-11,-14,≈∫ªÍ¿Ω∑·
2022-01-14,720,≈∫ªÍ¿Ω∑·
2022-01-14,240,≈∫ªÍ¿Ω∑·
2022-01-18,528,≈∫ªÍ¿Ω∑·
2022-01-18,1500,≈∫ªÍ¿Ω∑·
2022-01-19,528,≈∫ªÍ¿Ω∑·
2022-01-19,240,≈∫ªÍ¿Ω∑·
2022-01-20,960,≈∫ªÍ¿Ω∑·
2022-01-20,120,≈∫ªÍ¿Ω∑·
2022-01-21,264,≈∫ªÍ¿Ω∑·
2022-01-24,528,≈∫ªÍ¿Ω∑·
2022-01-24,120,≈∫ªÍ¿Ω∑·
2022-01-25,-1,≈∫ªÍ¿Ω∑·
2022-01-25,-1,≈∫ªÍ¿Ω∑·
2022-01-25,-1,≈∫ªÍ¿Ω∑·
2022-01-25,-58,≈∫ªÍ¿Ω∑·
2022-01-25,-72,≈∫ªÍ¿Ω∑·
2022-01-25,-24,≈∫ªÍ¿Ω∑·
2022-01-27,768,≈∫ªÍ¿Ω∑·
2022-02-04,528,≈∫ªÍ¿Ω∑·
2022-02-04,2970,≈∫ªÍ¿Ω∑·
2022-02-07,200,≈∫ªÍ¿Ω∑·
2022-02-07,480,≈∫ªÍ¿Ω∑·
2022-02-08,120,≈∫ªÍ¿Ω∑·
2022-02-08,240,≈∫ªÍ¿Ω∑·
2022-02-08,300,≈∫ªÍ¿Ω∑·
2022-02-08,120,≈∫ªÍ¿Ω∑·
2022-02-08,200,≈∫ªÍ¿Ω∑·
2022-02-08,240,≈∫ªÍ¿Ω∑·
2022-02-08,240,≈∫ªÍ¿Ω∑·
2022-02-08,150,≈∫ªÍ¿Ω∑·
2022-02-08,300,≈∫ªÍ¿Ω∑·
2022-02-08,120,≈∫ªÍ¿Ω∑·
2022-02-08,-30,≈∫ªÍ¿Ω∑·
2022-02-08,-10,≈∫ªÍ¿Ω∑·
2022-02-09,1176,≈∫ªÍ¿Ω∑·
2022-02-09,300,≈∫ªÍ¿Ω∑·
2022-02-09,402,≈∫ªÍ¿Ω∑·
2022-02-09,528,≈∫ªÍ¿Ω∑·
2022-02-09,1200,≈∫ªÍ¿Ω∑·
2022-02-10,2112,≈∫ªÍ¿Ω∑·
2022-02-10,400,≈∫ªÍ¿Ω∑·
2022-02-10,600,≈∫ªÍ¿Ω∑·
2022-02-14,120,≈∫ªÍ¿Ω∑·
2022-02-14,100,≈∫ªÍ¿Ω∑·
2022-02-14,100,≈∫ªÍ¿Ω∑·
2022-02-14,744,≈∫ªÍ¿Ω∑·
2022-02-14,480,≈∫ªÍ¿Ω∑·
2022-02-14,120,≈∫ªÍ¿Ω∑·
2022-02-14,240,≈∫ªÍ¿Ω∑·
2022-02-14,100,≈∫ªÍ¿Ω∑·
2022-02-14,100,≈∫ªÍ¿Ω∑·
2022-02-14,300,≈∫ªÍ¿Ω∑·
2022-02-14,660,≈∫ªÍ¿Ω∑·
2022-02-14,600,≈∫ªÍ¿Ω∑·
2022-02-15,150,≈∫ªÍ¿Ω∑·
2022-02-15,240,≈∫ªÍ¿Ω∑·
2022-02-15,240,≈∫ªÍ¿Ω∑·
2022-02-15,120,≈∫ªÍ¿Ω∑·
2022-02-15,150,≈∫ªÍ¿Ω∑·
2022-02-15,-90,≈∫ªÍ¿Ω∑·
2022-02-15,-150,≈∫ªÍ¿Ω∑·
2022-02-17,96,≈∫ªÍ¿Ω∑·
2022-02-17,120,≈∫ªÍ¿Ω∑·
2022-02-17,240,≈∫ªÍ¿Ω∑·
2022-02-21,240,≈∫ªÍ¿Ω∑·
2022-02-21,480,≈∫ªÍ¿Ω∑·
2022-02-21,240,≈∫ªÍ¿Ω∑·
2022-02-22,528,≈∫ªÍ¿Ω∑·
2022-02-23,240,≈∫ªÍ¿Ω∑·
2022-02-25,240,≈∫ªÍ¿Ω∑·
2022-03-02,2112,≈∫ªÍ¿Ω∑·
2022-03-03,1080,≈∫ªÍ¿Ω∑·
2022-03-03,930,≈∫ªÍ¿Ω∑·
2022-03-03,120,≈∫ªÍ¿Ω∑·
2022-03-03,900,≈∫ªÍ¿Ω∑·
2022-03-03,120,≈∫ªÍ¿Ω∑·
2022-03-03,72,≈∫ªÍ¿Ω∑·
2022-03-03,300,≈∫ªÍ¿Ω∑·
2022-03-03,400,≈∫ªÍ¿Ω∑·
2022-03-04,528,≈∫ªÍ¿Ω∑·
2022-03-04,900,≈∫ªÍ¿Ω∑·
2022-03-07,240,≈∫ªÍ¿Ω∑·
2022-03-08,330,≈∫ªÍ¿Ω∑·
2022-03-08,480,≈∫ªÍ¿Ω∑·
2022-03-10,90,≈∫ªÍ¿Ω∑·
2022-03-10,300,≈∫ªÍ¿Ω∑·
2022-03-10,300,≈∫ªÍ¿Ω∑·
2022-03-10,150,≈∫ªÍ¿Ω∑·
2022-03-10,120,≈∫ªÍ¿Ω∑·
2022-03-10,60,≈∫ªÍ¿Ω∑·
2022-03-10,234,≈∫ªÍ¿Ω∑·
2022-03-11,1056,≈∫ªÍ¿Ω∑·
2022-03-12,240,≈∫ªÍ¿Ω∑·
2022-03-14,240,≈∫ªÍ¿Ω∑·
2022-03-14,240,≈∫ªÍ¿Ω∑·
2022-03-17,480,≈∫ªÍ¿Ω∑·
2022-03-17,300,≈∫ªÍ¿Ω∑·
2022-03-17,720,≈∫ªÍ¿Ω∑·
2022-03-18,1080,≈∫ªÍ¿Ω∑·
2022-03-21,600,≈∫ªÍ¿Ω∑·
2022-03-21,200,≈∫ªÍ¿Ω∑·
2022-03-22,360,≈∫ªÍ¿Ω∑·
2022-03-22,300,≈∫ªÍ¿Ω∑·
2022-03-22,30,≈∫ªÍ¿Ω∑·
2022-03-22,24,≈∫ªÍ¿Ω∑·
2022-03-22,150,≈∫ªÍ¿Ω∑·
2022-03-22,150,≈∫ªÍ¿Ω∑·
2022-03-23,480,≈∫ªÍ¿Ω∑·
2022-03-23,60,≈∫ªÍ¿Ω∑·
2022-03-28,900,≈∫ªÍ¿Ω∑·
2022-03-30,120,≈∫ªÍ¿Ω∑·
2022-03-31,300,≈∫ªÍ¿Ω∑·
2022-04-01,1056,≈∫ªÍ¿Ω∑·
2022-04-01,132,≈∫ªÍ¿Ω∑·
2022-04-01,72,≈∫ªÍ¿Ω∑·
2022-04-01,240,≈∫ªÍ¿Ω∑·
2022-04-01,96,≈∫ªÍ¿Ω∑·
2022-04-01,900,≈∫ªÍ¿Ω∑·
2022-04-01,384,≈∫ªÍ¿Ω∑·
2022-04-01,200,≈∫ªÍ¿Ω∑·
2022-04-01,400,≈∫ªÍ¿Ω∑·
2022-04-05,300,≈∫ªÍ¿Ω∑·
2022-04-05,150,≈∫ªÍ¿Ω∑·
2022-04-05,1152,≈∫ªÍ¿Ω∑·
2022-04-05,240,≈∫ªÍ¿Ω∑·
2022-04-05,150,≈∫ªÍ¿Ω∑·
2022-04-05,300,≈∫ªÍ¿Ω∑·
2022-04-05,300,≈∫ªÍ¿Ω∑·
2022-04-05,-1,≈∫ªÍ¿Ω∑·
2022-04-05,-6,≈∫ªÍ¿Ω∑·
2022-04-06,2112,≈∫ªÍ¿Ω∑·
2022-04-06,-180,≈∫ªÍ¿Ω∑·
2022-04-06,120,≈∫ªÍ¿Ω∑·
2022-04-06,600,≈∫ªÍ¿Ω∑·
2022-04-06,480,≈∫ªÍ¿Ω∑·
2022-04-06,240,≈∫ªÍ¿Ω∑·
2022-04-06,400,≈∫ªÍ¿Ω∑·
2022-04-07,240,≈∫ªÍ¿Ω∑·
2022-04-08,480,≈∫ªÍ¿Ω∑·
2022-04-08,264,≈∫ªÍ¿Ω∑·
2022-04-11,480,≈∫ªÍ¿Ω∑·
2022-04-11,384,≈∫ªÍ¿Ω∑·
2022-04-12,930,≈∫ªÍ¿Ω∑·
2022-04-12,-9,≈∫ªÍ¿Ω∑·
2022-04-12,396,≈∫ªÍ¿Ω∑·
2022-04-12,600,≈∫ªÍ¿Ω∑·
2022-04-12,480,≈∫ªÍ¿Ω∑·
2022-04-12,180,≈∫ªÍ¿Ω∑·
2022-04-12,312,≈∫ªÍ¿Ω∑·
2022-04-12,-1,≈∫ªÍ¿Ω∑·
2022-04-13,240,≈∫ªÍ¿Ω∑·
2022-04-13,96,≈∫ªÍ¿Ω∑·
2022-04-14,240,≈∫ªÍ¿Ω∑·
2022-04-15,240,≈∫ªÍ¿Ω∑·
2022-04-16,240,≈∫ªÍ¿Ω∑·
2022-04-18,600,≈∫ªÍ¿Ω∑·
2022-04-18,240,≈∫ªÍ¿Ω∑·
2022-04-19,720,≈∫ªÍ¿Ω∑·
2022-04-19,900,≈∫ªÍ¿Ω∑·
2022-04-19,480,≈∫ªÍ¿Ω∑·
2022-04-19,300,≈∫ªÍ¿Ω∑·
2022-04-19,1200,≈∫ªÍ¿Ω∑·
2022-04-19,240,≈∫ªÍ¿Ω∑·
2022-04-20,480,≈∫ªÍ¿Ω∑·
2022-04-20,2970,≈∫ªÍ¿Ω∑·
2022-04-20,660,≈∫ªÍ¿Ω∑·
2022-04-20,-10,≈∫ªÍ¿Ω∑·
2022-04-20,-30,≈∫ªÍ¿Ω∑·
2022-04-21,150,≈∫ªÍ¿Ω∑·
2022-04-22,480,≈∫ªÍ¿Ω∑·
2022-04-25,240,≈∫ªÍ¿Ω∑·
2022-05-02,1056,≈∫ªÍ¿Ω∑·
2022-05-02,72,≈∫ªÍ¿Ω∑·
2022-05-02,600,≈∫ªÍ¿Ω∑·
2022-05-02,480,≈∫ªÍ¿Ω∑·
2022-05-02,240,≈∫ªÍ¿Ω∑·
2022-05-02,1200,≈∫ªÍ¿Ω∑·
2022-05-03,720,≈∫ªÍ¿Ω∑·
2022-05-03,180,≈∫ªÍ¿Ω∑·
2022-05-04,2112,≈∫ªÍ¿Ω∑·
2022-05-04,600,≈∫ªÍ¿Ω∑·
2022-05-06,300,≈∫ªÍ¿Ω∑·
2022-05-06,240,≈∫ªÍ¿Ω∑·
2022-05-06,300,≈∫ªÍ¿Ω∑·
2022-05-06,300,≈∫ªÍ¿Ω∑·
2022-05-06,150,≈∫ªÍ¿Ω∑·
2022-05-06,150,≈∫ªÍ¿Ω∑·
2022-05-06,60,≈∫ªÍ¿Ω∑·
2022-05-10,1152,≈∫ªÍ¿Ω∑·
2022-05-11,192,≈∫ªÍ¿Ω∑·
2022-05-11,240,≈∫ªÍ¿Ω∑·
2022-05-11,240,≈∫ªÍ¿Ω∑·
2022-05-11,480,≈∫ªÍ¿Ω∑·
2022-05-11,480,≈∫ªÍ¿Ω∑·
2022-05-12,504,≈∫ªÍ¿Ω∑·
2022-05-12,264,≈∫ªÍ¿Ω∑·
2022-05-14,192,≈∫ªÍ¿Ω∑·
2022-05-16,96,≈∫ªÍ¿Ω∑·
2022-05-17,900,≈∫ªÍ¿Ω∑·
2022-05-17,1200,≈∫ªÍ¿Ω∑·
2022-05-17,720,≈∫ªÍ¿Ω∑·
2022-05-17,900,≈∫ªÍ¿Ω∑·
2022-05-17,300,≈∫ªÍ¿Ω∑·
2022-05-17,600,≈∫ªÍ¿Ω∑·
2022-05-20,480,≈∫ªÍ¿Ω∑·
2022-05-20,480,≈∫ªÍ¿Ω∑·
2022-05-20,240,≈∫ªÍ¿Ω∑·
2022-05-20,1080,≈∫ªÍ¿Ω∑·
2022-05-20,720,≈∫ªÍ¿Ω∑·
2022-05-20,144,≈∫ªÍ¿Ω∑·
2022-05-20,900,≈∫ªÍ¿Ω∑·
2022-05-20,300,≈∫ªÍ¿Ω∑·
2022-05-23,60,≈∫ªÍ¿Ω∑·
2022-05-23,240,≈∫ªÍ¿Ω∑·
2022-05-23,120,≈∫ªÍ¿Ω∑·
2022-05-23,48,≈∫ªÍ¿Ω∑·
2022-05-23,150,≈∫ªÍ¿Ω∑·
2022-05-24,528,≈∫ªÍ¿Ω∑·
2022-05-24,-72,≈∫ªÍ¿Ω∑·
2022-05-25,120,≈∫ªÍ¿Ω∑·
2022-05-28,240,≈∫ªÍ¿Ω∑·
2022-05-28,192,≈∫ªÍ¿Ω∑·
2022-05-30,2112,≈∫ªÍ¿Ω∑·
2022-05-30,720,≈∫ªÍ¿Ω∑·
2022-05-30,120,≈∫ªÍ¿Ω∑·
2022-05-30,120,≈∫ªÍ¿Ω∑·
2022-05-31,240,≈∫ªÍ¿Ω∑·
2022-05-31,240,≈∫ªÍ¿Ω∑·
2022-06-02,1152,≈∫ªÍ¿Ω∑·
2022-06-02,900,≈∫ªÍ¿Ω∑·
2022-06-02,240,≈∫ªÍ¿Ω∑·
2022-06-08,96,≈∫ªÍ¿Ω∑·
2022-06-08,384,≈∫ªÍ¿Ω∑·
2022-06-08,-2,≈∫ªÍ¿Ω∑·
2022-06-08,-15,≈∫ªÍ¿Ω∑·
2022-06-08,150,≈∫ªÍ¿Ω∑·
2022-06-08,300,≈∫ªÍ¿Ω∑·
2022-06-08,60,≈∫ªÍ¿Ω∑·
2022-06-08,240,≈∫ªÍ¿Ω∑·
2022-06-08,-2,≈∫ªÍ¿Ω∑·
2022-06-09,300,≈∫ªÍ¿Ω∑·
2022-06-09,528,≈∫ªÍ¿Ω∑·
2022-06-10,720,≈∫ªÍ¿Ω∑·
2022-06-10,1200,≈∫ªÍ¿Ω∑·
2022-06-10,200,≈∫ªÍ¿Ω∑·
2022-06-10,480,≈∫ªÍ¿Ω∑·
2022-06-10,-48,≈∫ªÍ¿Ω∑·
2022-06-10,-120,≈∫ªÍ¿Ω∑·
2022-06-10,600,≈∫ªÍ¿Ω∑·
2022-06-10,660,≈∫ªÍ¿Ω∑·
2022-06-10,400,≈∫ªÍ¿Ω∑·
2022-06-10,200,≈∫ªÍ¿Ω∑·
2022-06-10,240,≈∫ªÍ¿Ω∑·
2022-06-10,-30,≈∫ªÍ¿Ω∑·
2022-06-13,240,≈∫ªÍ¿Ω∑·
2022-06-13,570,≈∫ªÍ¿Ω∑·
2022-06-13,120,≈∫ªÍ¿Ω∑·
2022-06-13,-97,≈∫ªÍ¿Ω∑·
2022-06-13,264,≈∫ªÍ¿Ω∑·
2022-06-13,600,≈∫ªÍ¿Ω∑·
2022-06-13,240,≈∫ªÍ¿Ω∑·
2022-06-13,900,≈∫ªÍ¿Ω∑·
2022-06-13,-48,≈∫ªÍ¿Ω∑·
2022-06-14,528,≈∫ªÍ¿Ω∑·
2022-06-14,300,≈∫ªÍ¿Ω∑·
2022-06-14,900,≈∫ªÍ¿Ω∑·
2022-06-17,1200,≈∫ªÍ¿Ω∑·
2022-06-20,640,≈∫ªÍ¿Ω∑·
2022-06-20,240,≈∫ªÍ¿Ω∑·
2022-06-20,-1,≈∫ªÍ¿Ω∑·
2022-06-20,240,≈∫ªÍ¿Ω∑·
2022-06-20,-4,≈∫ªÍ¿Ω∑·
2022-06-21,2940,≈∫ªÍ¿Ω∑·
2022-06-21,-96,≈∫ªÍ¿Ω∑·
2022-06-22,480,≈∫ªÍ¿Ω∑·
2022-06-23,480,≈∫ªÍ¿Ω∑·
2022-06-23,2112,≈∫ªÍ¿Ω∑·
2022-06-24,600,≈∫ªÍ¿Ω∑·
2022-06-24,300,≈∫ªÍ¿Ω∑·
2022-06-24,120,≈∫ªÍ¿Ω∑·
2022-06-24,240,≈∫ªÍ¿Ω∑·
2022-06-24,300,≈∫ªÍ¿Ω∑·
2022-06-24,900,≈∫ªÍ¿Ω∑·
2022-06-24,120,≈∫ªÍ¿Ω∑·
2022-06-24,120,≈∫ªÍ¿Ω∑·
2022-06-29,120,≈∫ªÍ¿Ω∑·
2022-06-29,264,≈∫ªÍ¿Ω∑·
2022-06-29,120,≈∫ªÍ¿Ω∑·
2022-06-30,120,≈∫ªÍ¿Ω∑·
2022-07-01,528,≈∫ªÍ¿Ω∑·
2022-07-01,450,≈∫ªÍ¿Ω∑·
2022-07-01,1200,≈∫ªÍ¿Ω∑·
2022-07-01,400,≈∫ªÍ¿Ω∑·
2022-07-04,300,≈∫ªÍ¿Ω∑·
2022-07-04,360,≈∫ªÍ¿Ω∑·
2022-07-05,1152,≈∫ªÍ¿Ω∑·
2022-07-05,900,≈∫ªÍ¿Ω∑·
2022-07-05,300,≈∫ªÍ¿Ω∑·
2022-07-05,300,≈∫ªÍ¿Ω∑·
2022-07-05,120,≈∫ªÍ¿Ω∑·
2022-07-06,1200,≈∫ªÍ¿Ω∑·
2022-07-06,480,≈∫ªÍ¿Ω∑·
2022-07-06,400,≈∫ªÍ¿Ω∑·
2022-07-08,96,≈∫ªÍ¿Ω∑·
2022-07-12,72,≈∫ªÍ¿Ω∑·
2022-07-12,120,≈∫ªÍ¿Ω∑·
2022-07-12,288,≈∫ªÍ¿Ω∑·
2022-07-12,120,≈∫ªÍ¿Ω∑·
2022-07-12,-17,≈∫ªÍ¿Ω∑·
2022-07-12,-60,≈∫ªÍ¿Ω∑·
2022-07-13,-24,≈∫ªÍ¿Ω∑·
2022-07-13,-15,≈∫ªÍ¿Ω∑·
2022-07-13,-10,≈∫ªÍ¿Ω∑·
2022-07-14,240,≈∫ªÍ¿Ω∑·
2022-07-15,264,≈∫ªÍ¿Ω∑·
2022-07-15,600,≈∫ªÍ¿Ω∑·
2022-07-15,900,≈∫ªÍ¿Ω∑·
2022-07-18,720,≈∫ªÍ¿Ω∑·
2022-07-18,120,≈∫ªÍ¿Ω∑·
2022-07-18,120,≈∫ªÍ¿Ω∑·
2022-07-18,768,≈∫ªÍ¿Ω∑·
2022-07-18,240,≈∫ªÍ¿Ω∑·
2022-07-19,2232,≈∫ªÍ¿Ω∑·
2022-07-19,72,≈∫ªÍ¿Ω∑·
2022-07-19,300,≈∫ªÍ¿Ω∑·
2022-07-19,180,≈∫ªÍ¿Ω∑·
2022-07-19,240,≈∫ªÍ¿Ω∑·
2022-07-19,240,≈∫ªÍ¿Ω∑·
2022-07-19,720,≈∫ªÍ¿Ω∑·
2022-07-20,2112,≈∫ªÍ¿Ω∑·
2022-07-20,100,≈∫ªÍ¿Ω∑·
2022-07-20,240,≈∫ªÍ¿Ω∑·
2022-07-20,600,≈∫ªÍ¿Ω∑·
2022-07-22,504,≈∫ªÍ¿Ω∑·
2022-07-22,600,≈∫ªÍ¿Ω∑·
2022-07-25,2700,≈∫ªÍ¿Ω∑·
2022-07-29,480,≈∫ªÍ¿Ω∑·
2022-08-01,900,≈∫ªÍ¿Ω∑·
2022-08-01,750,≈∫ªÍ¿Ω∑·
2022-08-01,480,≈∫ªÍ¿Ω∑·
2022-08-01,1200,≈∫ªÍ¿Ω∑·
2022-08-01,-5,≈∫ªÍ¿Ω∑·
2022-08-01,750,≈∫ªÍ¿Ω∑·
2022-08-01,360,≈∫ªÍ¿Ω∑·
2022-08-01,120,≈∫ªÍ¿Ω∑·
2022-08-01,300,≈∫ªÍ¿Ω∑·
2022-08-01,660,≈∫ªÍ¿Ω∑·
2022-08-01,120,≈∫ªÍ¿Ω∑·
2022-08-01,-1,≈∫ªÍ¿Ω∑·
2022-08-01,-8,≈∫ªÍ¿Ω∑·
2022-08-02,300,≈∫ªÍ¿Ω∑·
2022-08-02,300,≈∫ªÍ¿Ω∑·
2022-08-02,300,≈∫ªÍ¿Ω∑·
2022-08-05,240,≈∫ªÍ¿Ω∑·
2022-08-05,480,≈∫ªÍ¿Ω∑·
2022-08-05,360,≈∫ªÍ¿Ω∑·
2022-08-05,360,≈∫ªÍ¿Ω∑·
2022-08-05,480,≈∫ªÍ¿Ω∑·
2022-08-05,24,≈∫ªÍ¿Ω∑·
2022-08-05,480,≈∫ªÍ¿Ω∑·
2022-08-05,600,≈∫ªÍ¿Ω∑·
2022-08-06,960,≈∫ªÍ¿Ω∑·
2022-08-08,300,≈∫ªÍ¿Ω∑·
2022-08-08,48,≈∫ªÍ¿Ω∑·
2022-08-09,480,≈∫ªÍ¿Ω∑·
2022-08-09,480,≈∫ªÍ¿Ω∑·
2022-08-09,1500,≈∫ªÍ¿Ω∑·
2022-08-11,528,≈∫ªÍ¿Ω∑·
2022-08-11,156,≈∫ªÍ¿Ω∑·
2022-08-11,480,≈∫ªÍ¿Ω∑·
2022-08-11,156,≈∫ªÍ¿Ω∑·
2022-08-11,150,≈∫ªÍ¿Ω∑·
2022-08-11,60,≈∫ªÍ¿Ω∑·
2022-08-11,36,≈∫ªÍ¿Ω∑·
2022-08-11,60,≈∫ªÍ¿Ω∑·
2022-08-16,480,≈∫ªÍ¿Ω∑·
2022-08-17,1152,≈∫ªÍ¿Ω∑·
2022-08-18,72,≈∫ªÍ¿Ω∑·
2022-08-18,990,≈∫ªÍ¿Ω∑·
2022-08-18,300,≈∫ªÍ¿Ω∑·
2022-08-18,1600,≈∫ªÍ¿Ω∑·
2022-08-18,480,≈∫ªÍ¿Ω∑·
2022-08-18,480,≈∫ªÍ¿Ω∑·
2022-08-19,120,≈∫ªÍ¿Ω∑·
2022-08-22,120,≈∫ªÍ¿Ω∑·
2022-08-22,120,≈∫ªÍ¿Ω∑·
2022-08-22,120,≈∫ªÍ¿Ω∑·
2022-08-23,528,≈∫ªÍ¿Ω∑·
2022-08-23,300,≈∫ªÍ¿Ω∑·
2022-08-23,-12,≈∫ªÍ¿Ω∑·
2022-08-24,240,≈∫ªÍ¿Ω∑·
2022-08-25,480,≈∫ªÍ¿Ω∑·
2022-08-25,480,≈∫ªÍ¿Ω∑·
2022-08-27,480,≈∫ªÍ¿Ω∑·
2022-08-27,120,≈∫ªÍ¿Ω∑·
2022-08-27,120,≈∫ªÍ¿Ω∑·
2022-08-30,480,≈∫ªÍ¿Ω∑·
2022-08-31,2112,≈∫ªÍ¿Ω∑·
2022-09-01,528,≈∫ªÍ¿Ω∑·
2022-09-01,900,≈∫ªÍ¿Ω∑·
2022-09-01,330,≈∫ªÍ¿Ω∑·
2022-09-01,450,≈∫ªÍ¿Ω∑·
2022-09-02,20,≈∫ªÍ¿Ω∑·
2022-09-02,384,≈∫ªÍ¿Ω∑·
2022-09-02,20,≈∫ªÍ¿Ω∑·
2022-09-06,528,≈∫ªÍ¿Ω∑·
2022-09-06,-60,≈∫ªÍ¿Ω∑·
2022-09-06,-24,≈∫ªÍ¿Ω∑·
2022-09-08,240,≈∫ªÍ¿Ω∑·
2022-09-08,408,≈∫ªÍ¿Ω∑·
2022-09-14,60,≈∫ªÍ¿Ω∑·
2022-09-15,240,≈∫ªÍ¿Ω∑·
2022-09-15,192,≈∫ªÍ¿Ω∑·
2022-09-15,48,≈∫ªÍ¿Ω∑·
2022-09-16,264,≈∫ªÍ¿Ω∑·
2022-09-16,240,≈∫ªÍ¿Ω∑·
2022-09-19,600,≈∫ªÍ¿Ω∑·
2022-09-19,600,≈∫ªÍ¿Ω∑·
2022-09-19,900,≈∫ªÍ¿Ω∑·
2022-09-20,1200,≈∫ªÍ¿Ω∑·
2022-09-20,300,≈∫ªÍ¿Ω∑·
