일자,수량,소분류
2022-01-24,400,봉지라면
2022-01-24,800,봉지라면
2022-01-24,40,봉지라면
2022-01-24,40,봉지라면
2022-01-25,800,봉지라면
2022-01-25,40,봉지라면
2022-01-25,40,봉지라면
2022-01-25,-80,봉지라면
2022-01-27,800,봉지라면
2022-01-28,1200,봉지라면
2022-01-28,800,봉지라면
2022-02-03,160,봉지라면
2022-02-03,160,봉지라면
2022-02-04,560,봉지라면
2022-02-04,2240,봉지라면
2022-02-04,80,봉지라면
2022-02-04,40,봉지라면
2022-02-05,80,봉지라면
2022-02-07,1344,봉지라면
2022-02-07,80,봉지라면
2022-02-07,448,봉지라면
2022-02-07,40,봉지라면
2022-02-07,80,봉지라면
2022-02-08,40,봉지라면
2022-02-08,320,봉지라면
2022-02-08,80,봉지라면
2022-02-09,-80,봉지라면
2022-02-09,40,봉지라면
2022-02-09,-80,봉지라면
2022-02-10,80,봉지라면
2022-02-11,240,봉지라면
2022-02-11,80,봉지라면
2022-02-11,160,봉지라면
2022-02-11,800,봉지라면
2022-02-11,160,봉지라면
2022-02-14,896,봉지라면
2022-02-14,448,봉지라면
2022-02-14,1200,봉지라면
2022-02-14,80,봉지라면
2022-02-15,400,봉지라면
2022-02-15,1200,봉지라면
2022-02-15,648,봉지라면
2022-02-15,200,봉지라면
2022-02-15,-6,봉지라면
2022-02-17,40,봉지라면
2022-02-17,160,봉지라면
2022-02-17,160,봉지라면
2022-02-17,40,봉지라면
2022-02-17,160,봉지라면
2022-02-18,1344,봉지라면
2022-02-18,360,봉지라면
2022-02-18,160,봉지라면
2022-02-18,800,봉지라면
2022-02-18,1120,봉지라면
2022-02-18,448,봉지라면
2022-02-19,800,봉지라면
2022-02-19,160,봉지라면
2022-02-21,80,봉지라면
2022-02-22,400,봉지라면
2022-02-23,40,봉지라면
2022-02-23,-3,봉지라면
2022-02-23,-1,봉지라면
2022-02-23,-1,봉지라면
2022-02-23,-40,봉지라면
2022-02-25,1120,봉지라면
2022-02-25,80,봉지라면
2022-02-28,800,봉지라면
2022-03-03,100,봉지라면
2022-03-03,40,봉지라면
2022-03-03,800,봉지라면
2022-03-03,240,봉지라면
2022-03-04,1792,봉지라면
2022-03-05,80,봉지라면
2022-03-05,80,봉지라면
2022-03-07,2240,봉지라면
2022-03-07,1120,봉지라면
2022-03-08,1344,봉지라면
2022-03-08,400,봉지라면
2022-03-08,40,봉지라면
2022-03-08,40,봉지라면
2022-03-09,1344,봉지라면
2022-03-09,160,봉지라면
2022-03-09,80,봉지라면
2022-03-10,160,봉지라면
2022-03-10,240,봉지라면
2022-03-11,408,봉지라면
2022-03-11,160,봉지라면
2022-03-12,40,봉지라면
2022-03-14,-2,봉지라면
2022-03-14,-3,봉지라면
2022-03-14,-6,봉지라면
2022-03-14,-32,봉지라면
2022-03-14,160,봉지라면
2022-03-17,-8,봉지라면
2022-03-17,-18,봉지라면
2022-03-17,-1,봉지라면
2022-03-17,104,봉지라면
2022-03-18,896,봉지라면
2022-03-18,1344,봉지라면
2022-03-18,1120,봉지라면
2022-03-18,160,봉지라면
2022-03-18,32,봉지라면
2022-03-18,800,봉지라면
2022-03-18,-4,봉지라면
2022-03-21,400,봉지라면
2022-03-22,80,봉지라면
2022-03-22,1200,봉지라면
2022-03-22,80,봉지라면
2022-03-23,800,봉지라면
2022-03-23,80,봉지라면
2022-03-24,800,봉지라면
2022-03-24,100,봉지라면
2022-03-24,88,봉지라면
2022-03-24,-3,봉지라면
2022-03-24,-48,봉지라면
2022-03-24,-40,봉지라면
2022-03-25,896,봉지라면
2022-03-25,-16,봉지라면
2022-03-25,448,봉지라면
2022-03-25,640,봉지라면
2022-03-25,40,봉지라면
2022-03-28,160,봉지라면
2022-03-28,400,봉지라면
2022-03-28,40,봉지라면
2022-03-28,40,봉지라면
2022-03-30,-16,봉지라면
2022-03-30,-2,봉지라면
2022-03-30,-5,봉지라면
2022-03-30,-1,봉지라면
2022-03-30,-1,봉지라면
2022-03-30,-1,봉지라면
2022-03-30,-2,봉지라면
2022-03-30,-16,봉지라면
2022-03-30,-2,봉지라면
2022-03-30,-5,봉지라면
2022-03-31,800,봉지라면
2022-04-01,800,봉지라면
2022-04-01,320,봉지라면
2022-04-01,80,봉지라면
2022-04-04,400,봉지라면
2022-04-04,320,봉지라면
2022-04-04,160,봉지라면
2022-04-04,800,봉지라면
2022-04-04,800,봉지라면
2022-04-04,560,봉지라면
2022-04-04,1120,봉지라면
2022-04-04,-8,봉지라면
2022-04-04,96,봉지라면
2022-04-04,400,봉지라면
2022-04-04,160,봉지라면
2022-04-04,400,봉지라면
2022-04-04,400,봉지라면
2022-04-04,-16,봉지라면
2022-04-06,896,봉지라면
2022-04-06,1120,봉지라면
2022-04-08,40,봉지라면
2022-04-09,160,봉지라면
2022-04-11,800,봉지라면
2022-04-13,400,봉지라면
2022-04-15,-24,봉지라면
2022-04-15,-2,봉지라면
2022-04-15,-4,봉지라면
2022-04-15,800,봉지라면
2022-04-15,88,봉지라면
2022-04-15,-1,봉지라면
2022-04-16,240,봉지라면
2022-04-18,1280,봉지라면
2022-04-18,128,봉지라면
2022-04-18,448,봉지라면
2022-04-18,560,봉지라면
2022-04-18,96,봉지라면
2022-04-18,240,봉지라면
2022-04-19,1024,봉지라면
2022-04-19,320,봉지라면
2022-04-19,80,봉지라면
2022-04-19,80,봉지라면
2022-04-19,48,봉지라면
2022-04-19,48,봉지라면
2022-04-19,512,봉지라면
2022-04-19,384,봉지라면
2022-04-19,80,봉지라면
2022-04-19,400,봉지라면
2022-04-19,80,봉지라면
2022-04-21,400,봉지라면
2022-04-21,128,봉지라면
2022-04-22,400,봉지라면
2022-04-22,40,봉지라면
2022-04-22,800,봉지라면
2022-04-22,40,봉지라면
2022-04-22,-65,봉지라면
2022-04-25,448,봉지라면
2022-04-25,800,봉지라면
2022-04-26,60,봉지라면
2022-04-26,-1,봉지라면
2022-04-26,-3,봉지라면
2022-04-26,-8,봉지라면
2022-04-26,-2,봉지라면
2022-04-26,-24,봉지라면
2022-04-26,-16,봉지라면
2022-04-28,896,봉지라면
2022-04-28,160,봉지라면
2022-04-28,160,봉지라면
2022-05-02,1600,봉지라면
2022-05-02,-240,봉지라면
2022-05-02,800,봉지라면
2022-05-02,-64,봉지라면
2022-05-04,80,봉지라면
2022-05-04,800,봉지라면
2022-05-04,40,봉지라면
2022-05-04,400,봉지라면
2022-05-04,40,봉지라면
2022-05-04,-33,봉지라면
2022-05-06,240,봉지라면
2022-05-06,160,봉지라면
2022-05-06,240,봉지라면
2022-05-06,24,봉지라면
2022-05-06,40,봉지라면
2022-05-07,40,봉지라면
2022-05-07,80,봉지라면
2022-05-09,896,봉지라면
2022-05-09,1600,봉지라면
2022-05-10,-16,봉지라면
2022-05-10,-48,봉지라면
2022-05-10,-4,봉지라면
2022-05-10,-16,봉지라면
2022-05-10,-8,봉지라면
2022-05-10,-5,봉지라면
2022-05-11,160,봉지라면
2022-05-11,160,봉지라면
2022-05-11,40,봉지라면
2022-05-11,168,봉지라면
2022-05-12,896,봉지라면
2022-05-12,240,봉지라면
2022-05-12,24,봉지라면
2022-05-14,1200,봉지라면
2022-05-16,40,봉지라면
2022-05-17,80,봉지라면
2022-05-18,1200,봉지라면
2022-05-18,40,봉지라면
2022-05-18,96,봉지라면
2022-05-18,800,봉지라면
2022-05-19,40,봉지라면
2022-05-19,-1,봉지라면
2022-05-19,-1,봉지라면
2022-05-19,-2,봉지라면
2022-05-19,-2,봉지라면
2022-05-19,-4,봉지라면
2022-05-19,-2,봉지라면
2022-05-19,80,봉지라면
2022-05-19,40,봉지라면
2022-05-20,560,봉지라면
2022-05-20,888,봉지라면
2022-05-20,160,봉지라면
2022-05-20,800,봉지라면
2022-05-23,800,봉지라면
2022-05-23,800,봉지라면
2022-05-23,400,봉지라면
2022-05-23,400,봉지라면
2022-05-23,40,봉지라면
2022-05-23,240,봉지라면
2022-05-23,-6,봉지라면
2022-05-24,80,봉지라면
2022-05-25,400,봉지라면
2022-05-25,80,봉지라면
2022-05-25,448,봉지라면
2022-05-26,1616,봉지라면
2022-05-26,40,봉지라면
2022-05-26,640,봉지라면
2022-05-26,240,봉지라면
2022-05-26,80,봉지라면
2022-05-27,800,봉지라면
2022-05-27,1200,봉지라면
2022-05-30,240,봉지라면
2022-05-31,400,봉지라면
2022-05-31,240,봉지라면
2022-06-03,160,봉지라면
2022-06-03,800,봉지라면
2022-06-03,400,봉지라면
2022-06-07,800,봉지라면
2022-06-07,480,봉지라면
2022-06-07,800,봉지라면
2022-06-07,1120,봉지라면
2022-06-07,1680,봉지라면
2022-06-07,-1,봉지라면
2022-06-07,-1,봉지라면
2022-06-07,80,봉지라면
2022-06-07,160,봉지라면
2022-06-07,560,봉지라면
2022-06-07,-4,봉지라면
2022-06-07,-1,봉지라면
2022-06-09,896,봉지라면
2022-06-09,40,봉지라면
2022-06-09,448,봉지라면
2022-06-09,-4,봉지라면
2022-06-11,80,봉지라면
2022-06-13,40,봉지라면
2022-06-13,-25,봉지라면
2022-06-13,-16,봉지라면
2022-06-14,384,봉지라면
2022-06-17,160,봉지라면
2022-06-17,800,봉지라면
2022-06-17,1200,봉지라면
2022-06-17,240,봉지라면
2022-06-18,240,봉지라면
2022-06-20,40,봉지라면
2022-06-20,800,봉지라면
2022-06-21,896,봉지라면
2022-06-21,400,봉지라면
2022-06-21,1200,봉지라면
2022-06-22,-3,봉지라면
2022-06-22,-10,봉지라면
2022-06-22,-1,봉지라면
2022-06-22,-4,봉지라면
2022-06-23,40,봉지라면
2022-06-23,96,봉지라면
2022-06-23,168,봉지라면
2022-06-23,192,봉지라면
2022-06-24,400,봉지라면
2022-06-24,128,봉지라면
2022-06-24,1600,봉지라면
2022-06-24,-16,봉지라면
2022-06-24,-16,봉지라면
2022-06-24,192,봉지라면
2022-06-24,512,봉지라면
2022-06-24,160,봉지라면
2022-06-24,-48,봉지라면
2022-06-25,800,봉지라면
2022-06-25,80,봉지라면
2022-06-27,1344,봉지라면
2022-06-27,40,봉지라면
2022-06-27,40,봉지라면
2022-06-29,896,봉지라면
2022-06-29,400,봉지라면
2022-06-29,100,봉지라면
2022-06-29,40,봉지라면
2022-06-29,80,봉지라면
2022-06-30,400,봉지라면
2022-07-01,400,봉지라면
2022-07-01,400,봉지라면
2022-07-01,1536,봉지라면
2022-07-01,400,봉지라면
2022-07-04,-6,봉지라면
2022-07-04,-16,봉지라면
2022-07-04,-8,봉지라면
2022-07-06,-4,봉지라면
2022-07-06,-4,봉지라면
2022-07-06,-8,봉지라면
2022-07-06,-10,봉지라면
2022-07-06,-1,봉지라면
2022-07-06,384,봉지라면
2022-07-06,400,봉지라면
2022-07-06,40,봉지라면
2022-07-06,-1,봉지라면
2022-07-07,160,봉지라면
2022-07-07,160,봉지라면
2022-07-07,240,봉지라면
2022-07-08,1200,봉지라면
2022-07-08,800,봉지라면
2022-07-11,248,봉지라면
2022-07-12,40,봉지라면
2022-07-12,40,봉지라면
2022-07-13,400,봉지라면
2022-07-13,64,봉지라면
2022-07-14,800,봉지라면
2022-07-14,160,봉지라면
2022-07-14,-8,봉지라면
2022-07-14,-8,봉지라면
2022-07-14,-8,봉지라면
2022-07-15,384,봉지라면
2022-07-15,400,봉지라면
2022-07-16,40,봉지라면
2022-07-18,160,봉지라면
2022-07-19,128,봉지라면
2022-07-19,128,봉지라면
2022-07-19,400,봉지라면
2022-07-19,1200,봉지라면
2022-07-19,768,봉지라면
2022-07-19,192,봉지라면
2022-07-19,512,봉지라면
2022-07-20,480,봉지라면
2022-07-20,384,봉지라면
2022-07-20,1600,봉지라면
2022-07-20,40,봉지라면
2022-07-20,40,봉지라면
2022-07-20,400,봉지라면
2022-07-20,400,봉지라면
2022-07-20,-1,봉지라면
2022-07-22,160,봉지라면
2022-07-22,160,봉지라면
2022-07-22,320,봉지라면
2022-07-22,160,봉지라면
2022-07-22,448,봉지라면
2022-07-25,144,봉지라면
2022-07-25,-3,봉지라면
2022-07-25,-2,봉지라면
2022-07-25,-3,봉지라면
2022-07-26,800,봉지라면
2022-07-26,1600,봉지라면
2022-07-29,800,봉지라면
2022-08-01,80,봉지라면
2022-08-01,400,봉지라면
2022-08-01,40,봉지라면
2022-08-03,40,봉지라면
2022-08-03,100,봉지라면
2022-08-05,400,봉지라면
2022-08-05,-3,봉지라면
2022-08-05,-1,봉지라면
2022-08-05,-5,봉지라면
2022-08-05,-5,봉지라면
2022-08-05,-16,봉지라면
2022-08-05,640,봉지라면
2022-08-05,40,봉지라면
2022-08-05,-1,봉지라면
2022-08-06,400,봉지라면
2022-08-06,160,봉지라면
2022-08-08,400,봉지라면
2022-08-08,1600,봉지라면
2022-08-08,800,봉지라면
2022-08-09,40,봉지라면
2022-08-09,120,봉지라면
2022-08-09,240,봉지라면
2022-08-10,400,봉지라면
2022-08-11,240,봉지라면
2022-08-11,240,봉지라면
2022-08-11,400,봉지라면
2022-08-11,400,봉지라면
2022-08-12,1680,봉지라면
2022-08-12,1600,봉지라면
2022-08-12,400,봉지라면
2022-08-12,800,봉지라면
2022-08-12,240,봉지라면
2022-08-12,-8,봉지라면
2022-08-13,40,봉지라면
2022-08-13,160,봉지라면
2022-08-13,240,봉지라면
2022-08-16,800,봉지라면
2022-08-16,480,봉지라면
2022-08-17,64,봉지라면
2022-08-17,40,봉지라면
2022-08-19,800,봉지라면
2022-08-19,80,봉지라면
2022-08-19,384,봉지라면
2022-08-22,1680,봉지라면
2022-08-22,240,봉지라면
2022-08-22,1600,봉지라면
2022-08-22,40,봉지라면
2022-08-22,384,봉지라면
2022-08-22,800,봉지라면
2022-08-22,400,봉지라면
2022-08-22,400,봉지라면
2022-08-23,-24,봉지라면
2022-08-23,-8,봉지라면
2022-08-23,-16,봉지라면
2022-08-23,-8,봉지라면
2022-08-23,-16,봉지라면
2022-08-23,-8,봉지라면
2022-08-24,448,봉지라면
2022-08-24,400,봉지라면
2022-08-25,128,봉지라면
2022-08-25,600,봉지라면
2022-08-25,304,봉지라면
2022-08-25,344,봉지라면
2022-08-26,120,봉지라면
2022-08-26,160,봉지라면
2022-08-26,320,봉지라면
2022-08-29,800,봉지라면
2022-08-29,800,봉지라면
2022-08-29,40,봉지라면
2022-08-30,40,봉지라면
2022-08-30,40,봉지라면
2022-08-31,8,봉지라면
2022-08-31,160,봉지라면
2022-08-31,80,봉지라면
2022-09-01,32,봉지라면
2022-09-02,160,봉지라면
2022-09-02,40,봉지라면
2022-09-02,16,봉지라면
2022-09-03,11,봉지라면
2022-09-03,1600,봉지라면
2022-09-03,296,봉지라면
2022-09-03,1120,봉지라면
2022-09-05,2,봉지라면
2022-09-05,96,봉지라면
2022-09-05,1600,봉지라면
2022-09-05,800,봉지라면
2022-09-06,40,봉지라면
2022-09-06,40,봉지라면
2022-09-06,160,봉지라면
2022-09-06,120,봉지라면
2022-09-06,40,봉지라면
2022-09-06,16,봉지라면
2022-09-07,24,봉지라면
2022-09-07,40,봉지라면
2022-09-07,392,봉지라면
2022-09-07,24,봉지라면
2022-09-07,40,봉지라면
2022-09-07,240,봉지라면
2022-09-08,160,봉지라면
2022-09-13,32,봉지라면
2022-09-13,80,봉지라면
2022-09-13,24,봉지라면
2022-09-13,20,봉지라면
2022-09-14,32,봉지라면
2022-09-14,64,봉지라면
2022-09-15,160,봉지라면
2022-09-16,120,봉지라면
2022-09-16,120,봉지라면
2022-09-16,60,봉지라면
2022-09-16,80,봉지라면
2022-09-16,800,봉지라면
2022-09-16,40,봉지라면
2022-09-17,160,봉지라면
2022-09-17,240,봉지라면
2022-09-17,80,봉지라면
2022-09-19,24,봉지라면
2022-09-19,40,봉지라면
2022-09-19,400,봉지라면
2022-09-19,80,봉지라면
2022-09-19,80,봉지라면
2022-09-19,480,봉지라면
2022-09-20,800,봉지라면
2022-09-20,40,봉지라면
2022-09-20,120,봉지라면
2022-09-20,400,봉지라면
2022-09-20,400,봉지라면
2022-09-20,1600,봉지라면
2022-09-20,240,봉지라면
2022-09-20,40,봉지라면
2022-09-20,400,봉지라면
2022-09-21,960,봉지라면
2022-09-21,240,봉지라면
2022-09-21,400,봉지라면
2022-09-21,400,봉지라면
2022-09-21,1200,봉지라면
2022-09-21,1200,봉지라면
2022-09-21,80,봉지라면
2022-09-21,160,봉지라면
2022-09-21,400,봉지라면
2022-09-21,168,봉지라면
2022-09-21,400,봉지라면
2022-09-21,80,봉지라면
2022-09-22,40,봉지라면
2022-09-22,40,봉지라면
2022-09-22,40,봉지라면
2022-09-22,80,봉지라면
2022-09-22,80,봉지라면
2022-09-22,80,봉지라면
2022-09-22,80,봉지라면
2022-09-22,240,봉지라면
2022-09-22,40,봉지라면
2022-09-22,40,봉지라면
2022-09-22,80,봉지라면
2022-09-22,200,봉지라면
2022-09-22,40,봉지라면
2022-09-22,-64,봉지라면
2022-09-22,-24,봉지라면
2022-09-23,40,봉지라면
2022-09-23,40,봉지라면
2022-09-23,40,봉지라면
2022-09-23,80,봉지라면
2022-09-23,400,봉지라면
2022-09-23,400,봉지라면
2022-09-23,-24,봉지라면
2022-09-23,-30,봉지라면
2022-09-23,40,봉지라면
2022-09-23,400,봉지라면
2022-09-23,-8,봉지라면
2022-09-23,-56,봉지라면
2022-09-24,1240,봉지라면
2022-09-24,40,봉지라면
2022-09-24,56,봉지라면
2022-09-24,400,봉지라면
2022-09-24,400,봉지라면
2022-09-24,272,봉지라면
2022-09-24,400,봉지라면
2022-09-24,400,봉지라면
2022-09-26,80,봉지라면
2022-09-26,80,봉지라면
2022-09-27,400,봉지라면
2022-09-27,400,봉지라면
2022-10-01,80,봉지라면
2022-10-01,80,봉지라면
2022-10-01,160,봉지라면
2022-10-01,160,봉지라면
2022-10-01,8,봉지라면
2022-10-01,80,봉지라면
2022-10-04,100,봉지라면
2022-10-04,40,봉지라면
2022-10-04,40,봉지라면
2022-10-04,80,봉지라면
2022-10-04,40,봉지라면
2022-10-04,800,봉지라면
2022-10-04,24,봉지라면
2022-10-07,96,봉지라면
2022-10-07,80,봉지라면
2022-10-07,80,봉지라면
2022-10-07,384,봉지라면
2022-10-08,560,봉지라면
2022-10-11,560,봉지라면
2022-10-11,240,봉지라면
2022-10-11,80,봉지라면
2022-10-11,160,봉지라면
2022-10-11,-32,봉지라면
2022-10-11,-16,봉지라면
2022-10-12,400,봉지라면
2022-10-12,24,봉지라면
2022-10-12,24,봉지라면
2022-10-14,80,봉지라면
2022-10-15,40,봉지라면
2022-10-15,400,봉지라면
2022-10-15,80,봉지라면
2022-10-15,40,봉지라면
2022-10-17,800,봉지라면
2022-10-19,400,봉지라면
2022-10-20,80,봉지라면
2022-10-20,1600,봉지라면
2022-10-20,160,봉지라면
2022-10-20,160,봉지라면
2022-10-20,400,봉지라면
2022-10-20,800,봉지라면
2022-10-21,-96,봉지라면
2022-10-21,448,봉지라면
2022-10-21,448,봉지라면
2022-10-22,400,봉지라면
2022-10-22,80,봉지라면
2022-10-25,40,봉지라면
2022-10-25,440,봉지라면
2022-10-25,40,봉지라면
2022-10-25,80,봉지라면
2022-10-26,800,봉지라면
2022-10-26,-8,봉지라면
2022-10-26,-5,봉지라면
2022-10-26,-16,봉지라면
2022-10-26,-4,봉지라면
2022-10-27,80,봉지라면
2022-10-27,320,봉지라면
2022-10-27,80,봉지라면
2022-10-28,-8,봉지라면
2022-10-29,640,봉지라면
2022-10-31,160,봉지라면
2022-11-01,1520,봉지라면
2022-11-01,400,봉지라면
2022-11-01,800,봉지라면
2022-11-02,100,봉지라면
2022-11-02,800,봉지라면
2022-11-02,-1,봉지라면
2022-11-03,400,봉지라면
2022-11-03,40,봉지라면
2022-11-03,80,봉지라면
2022-11-03,80,봉지라면
2022-11-04,800,봉지라면
2022-11-05,400,봉지라면
2022-11-05,480,봉지라면
2022-11-05,160,봉지라면
2022-11-08,240,봉지라면
2022-11-08,400,봉지라면
2022-11-08,80,봉지라면
2022-11-10,480,봉지라면
2022-11-10,40,봉지라면
2022-11-10,-1,봉지라면
2022-11-10,-5,봉지라면
2022-11-10,-2,봉지라면
2022-11-10,-1,봉지라면
2022-11-10,160,봉지라면
2022-11-10,-16,봉지라면
2022-11-10,-1,봉지라면
2022-11-10,-3,봉지라면
2022-11-11,400,봉지라면
2022-11-11,400,봉지라면
2022-11-12,400,봉지라면
2022-11-12,80,봉지라면
2022-11-14,800,봉지라면
2022-11-14,800,봉지라면
2022-11-15,1600,봉지라면
2022-11-16,320,봉지라면
2022-11-17,80,봉지라면
2022-11-17,80,봉지라면
2022-11-19,400,봉지라면
2022-11-19,100,봉지라면
2022-11-19,960,봉지라면
2022-11-19,80,봉지라면
2022-11-21,2048,봉지라면
2022-11-21,400,봉지라면
2022-11-21,256,봉지라면
2022-11-21,384,봉지라면
2022-11-22,-1,봉지라면
2022-11-22,-8,봉지라면
2022-11-22,-1,봉지라면
2022-11-22,-3,봉지라면
2022-11-22,40,봉지라면
2022-11-22,40,봉지라면
2022-11-22,-1,봉지라면
2022-11-22,-2,봉지라면
2022-11-22,-16,봉지라면
2022-11-23,40,봉지라면
2022-11-23,-1,봉지라면
2022-11-23,-3,봉지라면
2022-11-23,40,봉지라면
2022-11-23,-1,봉지라면
2022-11-23,-1,봉지라면
2022-11-23,-4,봉지라면
2022-11-23,-145,봉지라면
2022-11-23,-31,봉지라면
2022-11-24,400,봉지라면
2022-11-24,800,봉지라면
2022-11-24,80,봉지라면
2022-11-25,800,봉지라면
2022-11-25,160,봉지라면
2022-11-25,240,봉지라면
2022-11-25,400,봉지라면
2022-11-25,400,봉지라면
2022-11-25,80,봉지라면
2022-11-30,100,봉지라면
2022-12-01,40,봉지라면
2022-12-01,1600,봉지라면
2022-12-02,160,봉지라면
2022-12-02,400,봉지라면
2022-12-02,400,봉지라면
2022-12-02,400,봉지라면
2022-12-02,400,봉지라면
2022-12-03,400,봉지라면
2022-12-03,800,봉지라면
2022-12-03,800,봉지라면
2022-12-06,400,봉지라면
2022-12-06,-16,봉지라면
2022-12-06,-2,봉지라면
2022-12-07,800,봉지라면
2022-12-08,160,봉지라면
2022-12-08,160,봉지라면
2022-12-09,400,봉지라면
2022-12-09,400,봉지라면
2022-12-09,800,봉지라면
2022-12-09,160,봉지라면
2022-12-09,384,봉지라면
2022-12-09,32,봉지라면
2022-12-10,400,봉지라면
2022-12-12,400,봉지라면
2022-12-12,400,봉지라면
2022-12-12,400,봉지라면
2022-12-12,-16,봉지라면
2022-12-12,-1,봉지라면
2022-12-12,-1,봉지라면
2022-12-12,-3,봉지라면
2022-12-12,-6,봉지라면
2022-12-13,800,봉지라면
2022-12-13,320,봉지라면
2022-12-13,800,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-2,봉지라면
2022-12-14,-3,봉지라면
2022-12-14,-4,봉지라면
2022-12-14,-8,봉지라면
2022-12-14,80,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-3,봉지라면
2022-12-14,-5,봉지라면
2022-12-14,-1,봉지라면
2022-12-14,-1,봉지라면
2022-12-15,100,봉지라면
2022-12-15,160,봉지라면
2022-12-16,400,봉지라면
2022-12-16,400,봉지라면
2022-12-16,80,봉지라면
2022-12-17,400,봉지라면
2022-12-17,400,봉지라면
2022-12-17,400,봉지라면
2022-12-17,40,봉지라면
2022-12-17,160,봉지라면
2022-12-17,160,봉지라면
2022-12-19,400,봉지라면
2022-12-19,1200,봉지라면
2022-12-19,240,봉지라면
2022-12-19,400,봉지라면
2022-12-20,400,봉지라면
2022-12-20,2048,봉지라면
2022-12-20,-8,봉지라면
2022-12-20,-8,봉지라면
2022-12-20,-1,봉지라면
2022-12-20,-9,봉지라면
2022-12-20,-1,봉지라면
2022-12-20,384,봉지라면
2022-12-20,-32,봉지라면
2022-12-20,-2,봉지라면
2022-12-21,320,봉지라면
2022-12-22,800,봉지라면
2022-12-22,400,봉지라면
2022-12-23,320,봉지라면
2022-12-24,80,봉지라면
2022-12-26,720,봉지라면
2022-12-26,800,봉지라면
2022-12-28,800,봉지라면
2022-12-30,160,봉지라면
2022-12-30,800,봉지라면
2022-12-30,160,봉지라면
2022-12-30,160,봉지라면
2023-01-02,800,봉지라면
2023-01-02,100,봉지라면
2023-01-02,40,봉지라면
2023-01-02,48,봉지라면
2023-01-04,1200,봉지라면
2023-01-06,800,봉지라면
2023-01-06,800,봉지라면
2023-01-06,320,봉지라면
2023-01-06,160,봉지라면
2023-01-09,240,봉지라면
2023-01-10,3360,봉지라면
2023-01-10,40,봉지라면
2023-01-10,1120,봉지라면
2023-01-10,560,봉지라면
2023-01-11,800,봉지라면
2023-01-13,800,봉지라면
2023-01-16,80,봉지라면
2023-01-16,32,봉지라면
2023-01-16,800,봉지라면
2023-01-16,80,봉지라면
2023-01-16,40,봉지라면
2023-01-17,64,봉지라면
2023-01-18,400,봉지라면
2023-01-19,1920,봉지라면
2023-01-19,128,봉지라면
2023-01-19,64,봉지라면
2023-01-19,400,봉지라면
2023-01-19,40,봉지라면
2023-01-19,384,봉지라면
2023-01-19,40,봉지라면
2023-01-20,-8,봉지라면
2023-01-20,-1,봉지라면
2023-01-26,400,봉지라면
2023-01-26,40,봉지라면
2023-01-26,-16,봉지라면
2023-01-26,-8,봉지라면
2023-01-26,-8,봉지라면
2023-01-26,-8,봉지라면
2023-01-26,-16,봉지라면
2023-01-27,400,봉지라면
2023-01-27,-8,봉지라면
2023-01-27,-8,봉지라면
2023-01-27,-8,봉지라면
2023-01-27,-8,봉지라면
2023-01-27,-16,봉지라면
2023-01-27,-8,봉지라면
2023-01-27,-8,봉지라면
2023-01-28,80,봉지라면
2023-01-28,400,봉지라면
2023-01-28,80,봉지라면
2023-01-30,400,봉지라면
2023-01-30,400,봉지라면
2023-01-30,240,봉지라면
2023-01-31,400,봉지라면
2023-01-31,-8,봉지라면
2023-01-31,48,봉지라면
2023-01-31,40,봉지라면
2023-01-31,-8,봉지라면
2023-01-31,-8,봉지라면
2023-01-31,-16,봉지라면
2023-02-02,400,봉지라면
2023-02-02,400,봉지라면
2023-02-03,400,봉지라면
2023-02-03,400,봉지라면
2023-02-03,160,봉지라면
2023-02-03,1200,봉지라면
2023-02-03,160,봉지라면
2023-02-04,60,봉지라면
2023-02-04,560,봉지라면
2023-02-04,1120,봉지라면
2023-02-04,400,봉지라면
2023-02-04,400,봉지라면
2023-02-07,320,봉지라면
2023-02-08,240,봉지라면
2023-02-08,320,봉지라면
2023-02-08,400,봉지라면
2023-02-08,160,봉지라면
2023-02-08,256,봉지라면
2023-02-10,320,봉지라면
2023-02-10,400,봉지라면
2023-02-10,800,봉지라면
2023-02-10,384,봉지라면
2023-02-10,80,봉지라면
2023-02-11,800,봉지라면
2023-02-13,320,봉지라면
2023-02-13,400,봉지라면
2023-02-13,400,봉지라면
2023-02-13,800,봉지라면
2023-02-13,400,봉지라면
2023-02-14,400,봉지라면
2023-02-14,240,봉지라면
2023-02-14,80,봉지라면
2023-02-15,240,봉지라면
2023-02-15,8,봉지라면
2023-02-15,8,봉지라면
2023-02-15,-10,봉지라면
2023-02-15,-10,봉지라면
2023-02-15,-2,봉지라면
2023-02-15,-5,봉지라면
2023-02-15,-1,봉지라면
2023-02-15,-3,봉지라면
2023-02-15,-2,봉지라면
2023-02-15,-11,봉지라면
2023-02-15,-3,봉지라면
2023-02-15,-3,봉지라면
2023-02-15,-4,봉지라면
2023-02-15,32,봉지라면
2023-02-15,-1,봉지라면
2023-02-15,-1,봉지라면
2023-02-15,-1,봉지라면
2023-02-15,-1,봉지라면
2023-02-15,-17,봉지라면
2023-02-16,80,봉지라면
2023-02-17,640,봉지라면
2023-02-17,720,봉지라면
2023-02-17,160,봉지라면
